Training_id,training_name,model_name,curve_name,metadata_name,data_layer,nbr total datapoints,max epo,epo best,optimizer,output scaling,loss,PV-rescaling init,PV-rescaling batch,lr,seed,batch size,nbr species,nbr input species,PV dim,perc val data,species removed,idx species removed,algo init w_enc,algo init w_dec,std init w_enc,std init w_dec,date,hour,output dim,list species output,output species idx,output elements,extra decoder layers neurons,Training time,dataset_type,learning rate decay,cosine alpha,cosine decay steps,optimizer alpha,optimizer momentum,range_mf,scale PV,input scaling,Temperature at output,auto species scaling,init species scaling range,model_params,input species scaling,input species bias,activation function,activation function output,best valid value,avg_std MSE Kreg,avg_std MSE Kreg,cost manifold,dataset_Kreg,list idx species removed source,output idx Kreg,list idx species removed Kreg,always rescale PV,lambda reg
TrSLF_RMSprop_250_noLog_s0,"TrSLF_RMSprop_250_noLog_s0-AE-date_27May2026-hour_15h39_Xu-('autoignition',)","TrSLF_RMSprop_250_noLog_s0-AE-date_27May2026-hour_15h39_Xu-('autoignition',)_model.pth","TrSLF_RMSprop_250_noLog_s0-AE-date_27May2026-hour_15h39_Xu-('autoignition',)_curves.csv","TrSLF_RMSprop_250_noLog_s0-AE-date_27May2026-hour_15h39_Xu-('autoignition',)_metadata.pkl",Xu,autoignition,120772,10,10,RMSprop,-1to1,mse,1,True,True,False,0.025,0,108694,19,1,27May2026,15h39,0.1,"['H2NN', 'H2O2', 'H2O', 'H2', 'HNO', 'HO2', 'HONO2', 'HONO', 'H', 'N2O', 'NH2', 'NH', 'NNH', 'NO2', 'NO', 'N', 'O2', 'OH', 'O']","['H2O2', 'H2O', 'H2', 'HO2', 'N2O', 'NO2', 'NO', 'O2', 'OH']","['H2O2', 'H2O', 'H2', 'HO2', 'N2O', 'NO2', 'NO', 'O2', 'OH']",11,"['H2O2', 'H2O', 'H2', 'HO2', 'N2O', 'NO2', 'NO', 'O2', 'OH', 'T', 'PV1']",True,Normal,Normal,0.05,0.05,"[0, 10, 10]",0.49067020416259766,Cosine,0.01,100000,0.9,0.3,['mf'],1,0.001,"{'nbr_species': 19, 'PV_dim': 1, 'output_dim': 11, 'decoder_layers': [0, 10, 10], 'auto_scaling': True, 'activation_function': 'tanh', 'activation_function_output': 'tanh'}",None,True,"(1.0, 2.0)","tensor([[1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
         1.]])","tensor([[0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]])",tanh,tanh,0.35930382419880696,0.3589949910886644,"[0.004851666949114394, 0.00017716643827733768]"
